,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,score
0,0.0015648742699690672,0.0790873442694975,2.2309409135581682e-05,0.05112543363101874,0.09587180572587357,0.02390043769671921,0.007058455023439653,0.03138272414003428,0.15456174888127222,706.2813685667938,617,706.2813685667938
1,0.0015648595128357316,0.07908561204328418,2.2310256493938984e-05,0.05112505824735022,0.09587160185429819,0.023900762266295752,0.007058566540357748,0.031382659675874225,0.15456013460664877,706.2813687038687,748,706.2813687038687
2,0.0015647951770101076,0.07908505209442722,2.230960313934491e-05,0.05112530845472649,0.09587018280935498,0.02390037236351411,0.007058443563371314,0.031382789771320634,0.1545615888628567,706.2813694697909,762,706.2813694697909
3,0.0015647889753623307,0.07908475043747244,2.2309776940628288e-05,0.05112509127765839,0.0958690864734403,0.023900173235983996,0.00705838056540115,0.03138362797255911,0.154558387092804,706.281371569077,530,706.281371569077
4,0.0015647622592820432,0.0790823496032908,2.230993195702701e-05,0.05112539176055725,0.09586915208292383,0.02390109915118336,0.007058272962362057,0.03138184124531037,0.1545628165709049,706.2813736249244,705,706.2813736249244
5,0.0015648310701691839,0.0790844158032294,2.2309380177940835e-05,0.05112528133110204,0.0958705791505982,0.023900497688386226,0.007058599734824434,0.031382420382906,0.1545589650682044,706.281364082039,551,706.281364082039
6,0.0015647747540738926,0.0790830297196251,2.2310168118135002e-05,0.05112533446745094,0.09586688079175727,0.023901326596204496,0.007058175462740517,0.031381829836656876,0.1545619860792487,706.281383387351,561,706.281383387351
7,0.0015648539363144775,0.0790845897989877,2.230909923534873e-05,0.0511255078693675,0.09587072584027578,0.023900694851239072,0.007058471884169127,0.03138264126924957,0.15455957430890044,706.2813745361346,499,706.2813745361346
8,0.0015648828903062604,0.07908577482991247,2.231053440255762e-05,0.051124979253596686,0.09587071463743396,0.02390039907142542,0.007058560074574779,0.03138316079786395,0.15455857018431393,706.2813482399396,1117,706.2813482399396
9,0.0015648309536253624,0.07908413768061875,2.2309839116098867e-05,0.05112542186075708,0.09586903620158241,0.023901287824954234,0.007058197432224356,0.03138199503983308,0.15456244231587993,706.2813713459384,837,706.2813713459384
10,1.9887543461186184e-07,0.0004848573440884817,0.060060845360397346,3.905509810856547e-06,1.7361470911988398e-05,5.084613785994192e-05,0.004719766590513856,0.010379969339376438,0.1545579191683601,,617,
11,0.0036907127472494265,0.024315827092671854,0.0006643473072573619,0.02064949757893494,9.382640091472944e-05,0.003147555243368565,0.005236786116713306,0.000925339651105802,0.1545579191683601,,748,
12,0.014326127835099487,0.0018584001308629742,1.982466626222186e-05,0.001247619723546541,0.0030574739963320444,0.002987174721028055,6.715743450199205e-05,0.00018996358860373877,0.1545579191683601,,762,
13,5.4997699627590645e-05,0.012539544758790992,9.15561708860064e-06,0.060290949134181336,0.04076771598905695,0.00021506335761785561,0.00134949725158881,0.0721276505406397,0.1545579191683601,,530,
14,0.002999713128884198,1.8849097643159517e-05,0.009693083087136845,8.443613160265203e-07,5.360732412898612e-06,2.7149061057898837e-06,1.7287029837067575e-06,0.004715909614199935,0.1545579191683601,,705,
15,0.0011421480132560698,0.0006553884523019632,3.533055050349861e-06,0.09551314788610371,3.0126949445384863e-07,0.0012412583423538938,0.0002845549652154829,0.0009524375413456202,0.1545579191683601,,551,
16,5.111919230518679e-07,0.0008922546039041124,0.01836159222247596,0.0013684644128721497,0.024233757668651188,8.048713877251013e-05,0.058598850292565154,2.2118459733479565e-07,0.1545579191683601,,561,
17,2.7153721188256968e-06,0.0005232624720824133,2.387385681525643e-05,0.033050286094731485,0.0013631015814388296,3.1532011672642284e-06,0.07444198032237585,0.0037559198458954344,0.1545579191683601,,499,
18,0.00037968232765324747,2.329287531010395e-05,0.005821282804818818,0.0057411975247024065,7.25017145427719e-06,1.8353699496407565e-06,4.808253179431104e-05,0.0013205067452990071,0.1545579191683601,,1117,
19,9.612563942141117e-07,3.0450247360392065e-05,0.017511270306236823,0.0939342998645608,0.0029793635603911376,6.092559850543967e-05,9.145120624945443e-06,6.464802595915119e-05,0.1545579191683601,,837,
