,well,fitting_protocol,validation_protocol,score,b_a0_a,b_a0_b,k_f_a,a_a0_a,a_a0_b,b_1_a,b_1_b,k_b_a,a_a1_a,a_a1_b,a_1_a,a_1_b,b_a1_a,b_a1_b,g_Kr,RMSE,protocol
37,9,longap,spacefill19,0.031784954949494265,0.04866641306698419,0.06243401592256296,0.02392256776531923,0.02287515653939738,0.011425616406300654,0.006497936216308539,0.03268490707770721,0.03613872151777271,0.013557278631989196,0.037983160702673664,0.09083385604241326,0.023406634039396003,6.88410396108784e-05,0.04179074880822639,0.15237170187358412,0.031784954949494265,spacefill19
38,8,wangbrute3gstep,spacefill19,0.03206932549391486,0.046460015765550505,0.06343740722310948,0.023807512191857762,0.022374461858145653,0.011650881162230979,0.006497481949405687,0.03267712436548268,0.036580028005178594,0.013514897464788098,0.03843378665037975,0.09083301650122122,0.02339683276019009,6.876708129901659e-05,0.041795753510676686,0.15239726668991138,0.03206932549391486,spacefill19
39,4,staircaseramp1,spacefill19,0.03183947142118845,0.047511481603819176,0.06376489962866547,0.024908519182744008,0.02242103658028158,0.012016191364961296,0.006504330704851787,0.03265737289242355,0.03654647950521646,0.013033964982910517,0.037141651274808146,0.0909603090118684,0.02341648424449717,6.893751019041764e-05,0.0417783396567722,0.15244569587369694,0.03183947142118845,spacefill19
40,6,sis,staircaseramp1,0.030771591569966842,0.045732401082135395,0.06293736183725125,0.02403089136068179,0.02231700480497199,0.011491091079628344,0.006498274090499645,0.032670579427998,0.03743977994671322,0.013495351498730119,0.03879218591484689,0.09080714049694613,0.023394913140656007,6.841259669584065e-05,0.04183862104541362,0.15238786119242778,0.030771591569966842,staircaseramp1
41,2,staircaseramp1,staircaseramp1,0.03069724211254247,0.04684735479366291,0.0627430011797412,0.023702166365097015,0.02144397973094062,0.011543032585196634,0.006508003453675727,0.03266279720961074,0.038235233330650584,0.014743106743403001,0.03851962774788057,0.09093937843550846,0.023415792024420342,6.887777637381532e-05,0.04177501012249573,0.15234097807334684,0.03069724211254247,staircaseramp1
42,1,longap,staircaseramp1,0.030736310180833972,0.04710788646848556,0.06355202965222445,0.024421490303026018,0.022318601825271952,0.012305153016949677,0.006484251301969379,0.03270650413503341,0.03749079377603936,0.013482770124396934,0.037201460249988466,0.09050269490207126,0.023429767541615496,6.888522777478295e-05,0.04178072545717916,0.15234773035026578,0.030736310180833972,staircaseramp1
43,7,sis,staircaseramp1,0.030744262599672757,0.0468949549817916,0.06284570741732524,0.023555181307695613,0.022452121772954803,0.011681998888932607,0.006495886083478741,0.03269588818032606,0.03733328645909819,0.013933122580785646,0.03836641038629178,0.09081689886936876,0.023384248420020837,6.873414171276477e-05,0.04179550870070007,0.15236665470429467,0.030744262599672757,staircaseramp1
44,0,hhbrute3gstep,staircaseramp1,0.03085918096031249,0.04579963479352765,0.06262757250443868,0.023666253941295626,0.021565999378758787,0.012168247530530302,0.0064962083164221245,0.03268157637391432,0.037359046669784415,0.014128797331780636,0.038258062728432,0.09081864243647296,0.02338975285380878,6.903588978020404e-05,0.041765435438653215,0.15242228909946232,0.03085918096031249,staircaseramp1
45,3,spacefill19,staircaseramp1,0.030716574215476283,0.04561544604184687,0.06296325072797447,0.023744810911553213,0.02188500663772137,0.012233143402739788,0.006499736939048706,0.03267788328717828,0.03662805690108402,0.0137132117272112,0.0381047003837036,0.09084139570197426,0.023389882194218805,6.89164513430686e-05,0.04177863891297065,0.15239877392725557,0.030716574215476283,staircaseramp1
46,5,staircaseramp1,staircaseramp1,0.030860917840497347,0.04436144315683072,0.06241953888610201,0.023479452623965162,0.021674008083161476,0.012011890903366683,0.0064854348304032175,0.03268298336585605,0.03791680373910801,0.0140127157802493,0.03891227032557499,0.09063764640770347,0.02340041018081725,6.869638580570194e-05,0.041804072351066875,0.1523822034701707,0.030860917840497347,staircaseramp1
47,9,longap,staircaseramp1,0.030676515570296842,0.04866641306698419,0.06243401592256296,0.02392256776531923,0.02287515653939738,0.011425616406300654,0.006497936216308539,0.03268490707770721,0.03613872151777271,0.013557278631989196,0.037983160702673664,0.09083385604241326,0.023406634039396003,6.88410396108784e-05,0.04179074880822639,0.15237170187358412,0.030676515570296842,staircaseramp1
48,8,staircaseramp1,staircaseramp1,0.030805692227415662,0.04586303821724644,0.06223553979164984,0.02332923482904276,0.021659421652351026,0.01113992604724662,0.006497330525249249,0.03268428553367821,0.036127720572286165,0.013941206950802804,0.03975215450412052,0.09081281369961841,0.023390684055415074,6.865068124805813e-05,0.04180707563408933,0.15236355443281432,0.030805692227415662,staircaseramp1
49,4,wangbrute3gstep,staircaseramp1,0.030773399475221938,0.047366310380520985,0.06294739604370961,0.023797615165040437,0.022262955623667244,0.011915931494768403,0.006496103282780892,0.03268592506178144,0.03665284989238565,0.013777567203652275,0.03796146560798489,0.0908197976165445,0.023385641406104114,6.905823501644165e-05,0.04176122283087574,0.15242601134045422,0.030773399475221938,staircaseramp1
50,6,hhbrute3gstep,wangbrute3gstep,0.031252336628986306,0.04575093619141639,0.06281673135315333,0.0236673703296542,0.022196039995309624,0.011982080218508934,0.006497207108335575,0.0326821432843624,0.0370217957141081,0.013668870116687371,0.03843492259450976,0.09081844827178526,0.023398603575907093,6.873780214972344e-05,0.04179731909551754,0.15237553830341055,0.031252336628986306,wangbrute3gstep
51,2,longap,wangbrute3gstep,0.031070314780089304,0.04544992641832533,0.06422165212037935,0.023603746719397217,0.021798226935294564,0.012548942534096469,0.006489867532982635,0.032669071670643125,0.03708512512331147,0.013726937887586879,0.03826308852917366,0.0907298725404854,0.023448956080550993,6.83693425812999e-05,0.04184713784659304,0.15242464219834612,0.031070314780089304,wangbrute3gstep
52,1,longap,wangbrute3gstep,0.031135024448963797,0.04710788646848556,0.06355202965222445,0.024421490303026018,0.022318601825271952,0.012305153016949677,0.006484251301969379,0.03270650413503341,0.03749079377603936,0.013482770124396934,0.037201460249988466,0.09050269490207126,0.023429767541615496,6.888522777478295e-05,0.04178072545717916,0.15234773035026578,0.031135024448963797,wangbrute3gstep
53,7,longap,wangbrute3gstep,0.031240247709155237,0.0463412185469286,0.06647803906800276,0.02348662481982928,0.02478626624880437,0.009434560482924233,0.006486966035307017,0.03268495656632402,0.03735910348981122,0.013000868083565337,0.03952955291433249,0.09062647120748774,0.023409227518698117,6.82456816249977e-05,0.04184791824298896,0.1523116049548959,0.031240247709155237,wangbrute3gstep
54,0,hhbrute3gstep,wangbrute3gstep,0.031205453910749425,0.04579963479352765,0.06262757250443868,0.023666253941295626,0.021565999378758787,0.012168247530530302,0.0064962083164221245,0.03268157637391432,0.037359046669784415,0.014128797331780636,0.038258062728432,0.09081864243647296,0.02338975285380878,6.903588978020404e-05,0.041765435438653215,0.15242228909946232,0.031205453910749425,wangbrute3gstep
55,3,longap,wangbrute3gstep,0.0312190842818357,0.04672225646564192,0.06362315592014067,0.02371971996929629,0.021991418667542437,0.013271034482659103,0.006485189282560596,0.03267725266557763,0.03635932049679249,0.01358978277986196,0.03708416424936312,0.09065768098026587,0.02341309398664179,6.890652692807472e-05,0.04178792425853626,0.15246910613386278,0.0312190842818357,wangbrute3gstep
56,5,staircaseramp1,wangbrute3gstep,0.031335770748964965,0.04436144315683072,0.06241953888610201,0.023479452623965162,0.021674008083161476,0.012011890903366683,0.0064854348304032175,0.03268298336585605,0.03791680373910801,0.0140127157802493,0.03891227032557499,0.09063764640770347,0.02340041018081725,6.869638580570194e-05,0.041804072351066875,0.1523822034701707,0.031335770748964965,wangbrute3gstep
57,9,longap,wangbrute3gstep,0.0313325562395958,0.04866641306698419,0.06243401592256296,0.02392256776531923,0.02287515653939738,0.011425616406300654,0.006497936216308539,0.03268490707770721,0.03613872151777271,0.013557278631989196,0.037983160702673664,0.09083385604241326,0.023406634039396003,6.88410396108784e-05,0.04179074880822639,0.15237170187358412,0.0313325562395958,wangbrute3gstep
58,8,wangbrute3gstep,wangbrute3gstep,0.031300710209503216,0.046460015765550505,0.06343740722310948,0.023807512191857762,0.022374461858145653,0.011650881162230979,0.006497481949405687,0.03267712436548268,0.036580028005178594,0.013514897464788098,0.03843378665037975,0.09083301650122122,0.02339683276019009,6.876708129901659e-05,0.041795753510676686,0.15239726668991138,0.031300710209503216,wangbrute3gstep
59,4,longap,wangbrute3gstep,0.031191055481136116,0.04619220149742586,0.06578271902574746,0.02369954971189035,0.02499593719801378,0.009117953572357772,0.006485935417699997,0.032690053985164655,0.03735251876465522,0.012906703573160169,0.03944184326892286,0.09065511895241404,0.023401479893582114,6.843104184203665e-05,0.04183088210333134,0.15236832426163402,0.031191055481136116,wangbrute3gstep
