,b_a0_a,b_a0_b,k_f_a,a_a0_a,a_a0_b,b_1_a,b_1_b,k_b_a,a_a1_a,a_a1_b,a_1_a,a_1_b,b_a1_a,b_a1_b,g_Kr,RMSE,iterations,score,well,protocol
10,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.15238786119242778,,1343,,6,hhbrute3gstep
11,0.08258663964961697,0.0033074215679541755,0.011094924576837254,0.0094393424885246,3.431752719192829e-05,0.0004069221949242389,0.00010088780960286633,2.989201288157567e-07,7.15338119662181e-05,0.0005902870884880476,0.0034742122008764808,0.016642697387770255,1.6075387454419747e-07,4.2755587734066725e-07,0.15238786119242778,,1168,,6,hhbrute3gstep
12,0.001178024979724786,0.004133247953873208,0.0009692869206267772,1.2978707782089744e-05,4.085990693524508e-06,0.000141295427749231,0.009765222530224672,3.2059552631978566e-07,8.29328676749635e-07,0.002235778503919258,0.0013100563675673411,0.04201720960471527,0.04555003949357635,1.2963064711977265e-07,0.15238786119242778,,1444,,6,hhbrute3gstep
13,0.00209487636889117,2.1245164721194567e-05,1.8955733451245758e-06,0.08154713914518477,0.01679429727342453,0.009728201291650477,6.407761855123284e-07,2.843052515705388e-06,0.011609943512711707,2.2200434207231565e-05,6.768513460767181e-07,1.750327903845777e-07,0.0003472736828576727,1.7480396358087703e-06,0.15238786119242778,,1605,,6,hhbrute3gstep
14,2.994853564227889e-07,0.00019920219824118163,0.0018193959866360685,0.008631274711735004,0.0001221264905967523,0.004882005093477798,0.002420651878073711,0.0018073771952631325,1.7727128091062872e-07,2.658773003771948e-05,0.017134409568434195,0.005236284316993986,1.5607811828527831e-06,0.05856011141932386,0.15238786119242778,,1381,,6,hhbrute3gstep
15,7.989810034412452e-06,0.0004158654414105345,0.0036001598399019287,6.643919881890989e-07,1.5647781099893175e-05,5.608377963105589e-07,1.5865566250540904e-05,1.777642431560555e-06,0.0021393553920411135,0.018047127436128626,3.1861314381466833e-07,2.5426500440590417e-07,0.0009030406593841141,3.432746896721194e-07,0.15238786119242778,,1367,,6,hhbrute3gstep
16,7.752370841669394e-06,5.708496420973827e-06,9.27323003434145e-06,6.124472064432694e-05,7.000513977952673e-06,0.02322203606480912,2.771503024494943e-07,1.7025325161455043e-05,6.262210928960957e-07,3.4305601583754893e-07,1.415582908077159e-07,8.28636819327314e-07,0.00026989749463555155,6.322214478177047e-05,0.15238786119242778,,1084,,6,hhbrute3gstep
17,0.011082581013213256,2.104448019650598e-06,0.0007157477557624016,4.765246033987799e-05,1.669839224652754e-07,0.0018875994151522364,0.0011554029180138336,1.7752125720262433e-05,1.073007898350776e-06,0.0003457943479588915,0.0059422582219429134,2.885347348598252e-06,5.228097519590123e-05,0.024085030183460792,0.15238786119242778,,1540,,6,hhbrute3gstep
18,6.8942610238158104e-06,1.281113197583664e-06,1.3667294251352159e-05,1.710088146489716e-07,5.997740178998685e-06,1.2941852506831114e-07,9.716380212993239e-06,7.644240506799003e-05,4.84638361487367e-06,1.1446988238962066e-07,9.428315980519396e-05,0.0018935693287139913,2.48614753892481e-05,0.00020538693276640532,0.15238786119242778,,1206,,6,hhbrute3gstep
19,2.148144923710224e-07,3.6672703265064666e-06,6.312294215763874e-07,0.0037363586573972204,7.795343422990006e-06,3.537829420098071e-06,0.03376123719797457,0.00015799382563471475,0.014367363824428873,1.222037143029997e-07,2.1297363340244644e-06,1.9190304558472836e-07,0.007468169609072071,2.0942649748910598e-07,0.15238786119242778,,1438,,6,hhbrute3gstep
20,0.04581385240249916,0.0626369424470856,0.02358997156902223,0.021903255101205138,0.012129392500391946,0.006500570991519795,0.03267071625501603,0.037066129468700894,0.01391372474383174,0.038402355184863304,0.0908509868639928,0.02339046847771596,6.878447911767886e-05,0.041793958525706346,0.1524146430460115,202.78300023045225,1240,202.78300023045225,2,wangbrute3gstep
21,0.04580022955530515,0.06262868869919132,0.023590220925572912,0.02188546292781865,0.012140323646278308,0.006500550304469142,0.032670722710749535,0.03708096847434966,0.013924560467811485,0.03839700202272287,0.09085056343210862,0.023390384859344485,6.878661088929843e-05,0.04179372143183068,0.15241445049831576,202.78299712847266,1601,202.78299712847266,2,wangbrute3gstep
22,0.04582235506831489,0.0626330066890263,0.02359044606327911,0.02189630167784058,0.012132407647668634,0.0065005928050354475,0.032670691508824165,0.037075079225311024,0.013921511649494654,0.03839779398342111,0.09085110928848343,0.023390391369106867,6.878639777326263e-05,0.041793743609262114,0.15241457936180855,202.7829961124303,1489,202.7829961124303,2,wangbrute3gstep
23,0.045819485503755045,0.06263397404558642,0.023590686278625473,0.021894717350092054,0.0121333519349264,0.006500561961123923,0.03267070067901039,0.03707753444954501,0.01392226678042522,0.03839719345050702,0.09085049340648109,0.02339038639572026,6.878630134977624e-05,0.04179375957401033,0.15241446462435013,202.78299602808323,1268,202.78299602808323,2,wangbrute3gstep
24,0.04567829100539187,0.06260537929507122,0.023585526723582752,0.021848328629259745,0.01216723396148876,0.006500346114749656,0.0326710485114865,0.03710194045798957,0.013928250606346948,0.038411211592818795,0.09084912348010346,0.02339054369427923,6.878486794661403e-05,0.04179384317587504,0.1524140865373796,202.78304306534827,1406,202.78304306534827,2,wangbrute3gstep
25,0.04581749926772668,0.06263158237220125,0.02359069691091706,0.021892747207590584,0.012133309654761237,0.006500595168171448,0.03267076664335634,0.037078015369704606,0.013923018904508406,0.03839859812421902,0.0908509601278661,0.023390318414079517,6.878552932187196e-05,0.0417938408127326,0.15241428689291145,202.782996182825,1654,202.782996182825,2,wangbrute3gstep
26,0.04582548169220773,0.06263463499321867,0.023590150570628608,0.021897106772713393,0.012131977676835754,0.006500579521170525,0.032670695370558736,0.03707508968865148,0.013921905302522651,0.0383977128404563,0.09085102024471901,0.023390435246116722,6.878606148168572e-05,0.041793784129279976,0.152414428504286,202.7829965303564,1215,202.7829965303564,2,wangbrute3gstep
27,0.045815890165426504,0.06263305200082736,0.02359064434259083,0.021894308413336706,0.012133737163549355,0.006500544028666526,0.03267078027042514,0.0370762065126866,0.013921450905311859,0.038398089145350034,0.09085063037668942,0.02339039648716357,6.878554928314215e-05,0.04179383988690097,0.15241442919567666,202.7829965437069,1054,202.7829965437069,2,wangbrute3gstep
28,0.045821918792322815,0.06263394625324326,0.023590948818938435,0.021894808825608354,0.01213322967364863,0.006500535516270219,0.032670737676112394,0.03707446061296225,0.013921729767784642,0.03839696612264317,0.09085041401435652,0.023390363252429373,6.878609719954004e-05,0.04179377904705952,0.15241441823679927,202.78299686520066,1300,202.78299686520066,2,wangbrute3gstep
29,0.04581945834681231,0.06263282847565418,0.023590550434849342,0.021894208774459318,0.012133209577692915,0.006500603902065147,0.03267064267113923,0.03707671238167626,0.013922369624157794,0.03839823449959303,0.0908511399082295,0.0233904247238607,6.878574814687599e-05,0.04179382615535065,0.15241441583829815,202.78299575243636,1537,202.78299575243636,2,wangbrute3gstep
30,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.15242464219834612,,1240,,2,wangbrute3gstep
31,1.2417196214954766e-06,0.0014300304557582338,1.3475529688800292e-05,0.00013026554686844548,0.0010444736294539184,0.0025643598024692343,0.0615740075677756,3.013381253679608e-07,3.83311333971234e-06,0.04540659221392662,1.9316015507524683e-06,0.003968566854548006,2.112255928434223e-05,0.03753888108706465,0.15242464219834612,,1601,,2,wangbrute3gstep
32,0.0065851774197739745,0.00467705770790637,2.771282956277374e-07,2.769527914333981e-05,7.068645993426823e-06,1.3281221721624673e-06,0.008734209622473009,0.005711659676034001,3.4398937690706574e-06,2.5979536190196504e-07,0.00010813962556245671,4.067990632035637e-07,0.04833180666833728,0.005164051360975228,0.15242464219834612,,1489,,2,wangbrute3gstep
33,0.0002466393681433881,2.6741335705924468e-05,0.060245371477225355,0.0005564061767831857,1.2627688654157565e-05,0.0011042156853847804,0.00027759562236464664,2.3359759849397955e-05,1.256580578049091e-05,1.3908950341053745e-07,0.039326310599818455,0.00012624799803298307,0.00392757517194752,0.07447362525594635,0.15242464219834612,,1268,,2,wangbrute3gstep
34,0.00015322994546086165,0.00011899240679819264,2.373317460814326e-07,2.0439175651284842e-07,0.01945368799389482,0.006569187307464124,9.126968022737404e-07,1.4006803851939083e-05,1.8150457892131463e-07,2.179489319353884e-05,0.019419797335034395,8.592240762310626e-05,0.00028514947947262274,3.3446419582502196e-07,0.15242464219834612,,1406,,2,wangbrute3gstep
35,2.2814820056997667e-07,1.5788419561878765e-05,1.7844930068006013e-05,0.06838591573715624,0.05746465893959114,8.341571268491215e-07,8.402334977008736e-06,0.0010490397564783729,8.155119029477481e-06,2.465023805551407e-05,3.9427651593755745e-05,4.402241941870307e-05,0.00025604540180481825,0.024276605404697026,0.15242464219834612,,1654,,2,wangbrute3gstep
36,9.860098274039245e-05,0.053231177525801754,1.593258624224386e-06,0.0001190758800968442,4.448308330558798e-07,1.3133270281270786e-05,0.019046232117079273,9.863118060456336e-06,0.004423995334992452,0.0005872991647087764,4.5094552406040025e-05,0.0036454621884715746,0.0007579318363536257,0.0003473699247393087,0.15242464219834612,,1215,,2,wangbrute3gstep
37,0.013151161600550248,2.279078189822463e-07,1.2764517294606763e-06,0.011609321208969299,0.009468501076631457,0.0003740795440811699,1.0547506465930583e-06,0.00847228938855552,0.007640464260554427,8.124809267739154e-07,0.0011843658540995352,5.92247257229447e-07,0.025957540463458575,0.034206866651007806,0.15242464219834612,,1054,,2,wangbrute3gstep
38,0.00048220382472648394,1.6284774844035202e-05,0.00648441256935913,1.560053143932537e-07,0.00033828837996255286,0.0016376354458485574,3.055718914293788e-05,0.00021648640225336246,2.143041252957003e-06,7.17933586205792e-07,0.006337143830614111,0.00020975577460639782,7.439272542803893e-05,0.0008519693914253427,0.15242464219834612,,1300,,2,wangbrute3gstep
39,0.0016475271834881476,0.0009215397136734783,0.019047154855753274,9.541098215202273e-06,6.140418427342482e-07,0.0027594439263551695,7.015310953615259e-05,0.008045710888814473,1.332823267227229e-07,0.040602981324282195,0.0004228277982357033,1.823000388706541e-07,0.000410698310037424,0.00308347499368142,0.15242464219834612,,1537,,2,wangbrute3gstep
40,0.04607887012213303,0.0643494892056566,0.023890875950859505,0.02295224784495262,0.011472542351137233,0.006485705885145289,0.0327051908175871,0.037413823809568654,0.013376242890626942,0.038220757018098885,0.09053612855253232,0.023429808683045776,6.874477648711005e-05,0.04179299990140252,0.15233116328456167,75.93208752850735,1096,75.93208752850735,1,longap
41,0.047194132147740216,0.06383908054787714,0.02446933000960492,0.02266299487439203,0.012026085220259124,0.006483519452236293,0.03270808905112453,0.03748184498758211,0.013334732056607313,0.037264534080839344,0.09048740099768784,0.023430569268038066,6.88160410726555e-05,0.04178831127783343,0.1523432310693905,75.9309709516542,1059,75.9309709516542,1,longap
42,0.04745914181124554,0.06390860186324972,0.024444614663425773,0.02261524176438382,0.012036006762842057,0.0064839620974229874,0.032707377361975126,0.03744246834563833,0.013392479149885174,0.037229390425210215,0.09049700391673793,0.02343046532267837,6.884822072580913e-05,0.04178477047641604,0.1523446010429178,75.93099682691714,1410,75.93099682691714,1,longap
43,0.04756995162616846,0.06357417778927821,0.024664081947343267,0.02259821305206693,0.011963194047229054,0.006483024478666073,0.03270890789181809,0.03768590107284325,0.013389216586828354,0.03710311019926588,0.09047826656728475,0.02343040997728396,6.883669931870287e-05,0.041786467119894026,0.15234357776441665,75.93113564554962,1299,75.93113564554962,1,longap
44,0.04666658265937122,0.06403995244400051,0.02420792176641731,0.022776012853075654,0.01175845288707732,0.0064844614570383095,0.032707134885692914,0.03751733683303891,0.01337781268151123,0.03770076835999247,0.09050807242815745,0.023430347503721343,6.877573889850482e-05,0.04179135608344171,0.15233710930749095,75.9312426828614,1085,75.9312426828614,1,longap
45,0.047304456612886,0.06369574791176358,0.02458140049581714,0.022474576121385988,0.012290380935379855,0.006483061811661134,0.032708972583862246,0.03752313612846761,0.013360460343143477,0.03702235074460497,0.09047590129589024,0.0234306781039592,6.88406633998222e-05,0.04178651165100635,0.1523468422235991,75.93092135513625,1470,75.93092135513625,1,longap
46,0.047095006488377604,0.06379270832680596,0.02442661757885609,0.022576575605505723,0.01208129951686017,0.0064838798966484245,0.03270763317690814,0.03748261050722773,0.013375371631773552,0.037299152408012286,0.09049337577823298,0.02343039712785603,6.882701154299953e-05,0.04178691624426466,0.15234264243374196,75.93091790978572,1627,75.93091790978572,1,longap
47,0.04687250420633258,0.06355100093120868,0.024337430094603124,0.022216520290130347,0.012415717011992873,0.006484529064709209,0.03270599621361842,0.03748496619922353,0.013523696949423004,0.03725129857797461,0.09050728834673717,0.02342998104619654,6.889098455241068e-05,0.04177994407635671,0.15234788304708138,75.9308349636322,1489,75.9308349636322,1,longap
48,0.046944431389437,0.06364636753515204,0.024269453198871173,0.02236365729923284,0.012128848769905233,0.0064850439247213084,0.03270527610263651,0.037515488734395,0.013543000182716706,0.03744492120325592,0.09051959342527074,0.023429778620654707,6.887374799299201e-05,0.04178113722879675,0.15234446309358535,75.93094858148473,1375,75.93094858148473,1,longap
49,0.04657309214040383,0.06358131331179698,0.024269071573921806,0.022254139635096745,0.012294679990451337,0.0064846028554685076,0.03270627681633182,0.03758337731385834,0.013536034934594664,0.0374333140057428,0.09050834698112976,0.02343053592004621,6.885893993801033e-05,0.041782850363544045,0.15234359518999818,75.9308765577224,1550,75.9308765577224,1,longap
50,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.15242995945800006,,1096,,1,longap
51,1.6143124425879637e-06,7.85558163835396e-06,0.0008207279265701773,0.002225561269619418,7.964421847694878e-06,0.003423582955897253,9.390143811038778e-05,0.0050613260142218265,0.06708253197188485,0.010138397478740823,0.0005249040128712439,0.027906653436057898,0.001633889933832868,0.00064496476979162,0.15242995945800006,,1059,,1,longap
52,3.0486719199420966e-07,0.0008791507056112027,2.1027437733535966e-05,1.7303332740714258e-05,5.2146384615021396e-05,2.706138023782685e-06,5.6562073986284435e-06,0.0015753193815147884,0.0019361090218467433,0.0037824178196082113,2.836987771367407e-05,2.655803537586612e-05,0.004514960078561958,1.5167914254121513e-05,0.15242995945800006,,1410,,1,longap
53,0.002419763767724904,3.102015230960342e-06,2.5503373650248562e-05,8.59612880070766e-05,0.08957471994985522,2.888630845549372e-05,0.033845621867695325,0.00027227004566126163,3.1884427436342216e-05,2.9885697173535556e-07,7.949924581966758e-07,1.1135615584355712e-07,1.1266458988294263e-05,0.005304479300624625,0.15242995945800006,,1299,,1,longap
54,2.9041625817667536e-05,1.2725957306858843e-05,0.0004860196480804551,0.0017527794539352137,0.008235511028745283,0.03514482250745337,3.520522756178265e-07,8.70527187344196e-07,0.00582994967692565,3.2001061178324404e-05,1.8437105559445083e-06,1.2077672540423816e-06,7.896322685734269e-07,1.486343964204901e-05,0.15242995945800006,,1085,,1,longap
55,0.0002402324756067842,9.279036145747988e-07,0.000164612439090055,0.028396953904300234,1.7754790576374778e-05,3.1030880888791366e-07,0.00022689495898155354,9.432530141349928e-06,1.360314370088487e-07,6.978836860552749e-07,0.00016088483671301634,0.009634101872063603,1.9693842917196756e-06,2.080974271399442e-07,0.15242995945800006,,1470,,1,longap
56,2.9403116026983405e-06,0.00456448630858509,5.457859671297959e-06,0.012381495167625775,0.004797757477437278,0.014109882073523492,1.1053344019601167e-06,1.15602741371348e-07,1.2221325813592038e-07,3.561742135498298e-05,0.010583212850658259,9.731095722231327e-07,3.7738356902488364e-07,0.0033435734112672345,0.15242995945800006,,1627,,1,longap
57,0.0019455213731495934,0.008540962601589354,0.07162160212764043,0.01819291416364885,0.0009894756222876755,9.96918946811104e-05,2.109709957123197e-07,1.0168312393667636e-05,0.0004201681770600446,0.00013179029381734866,2.7889819176493052e-06,0.037950850233583175,1.434058795151345e-05,2.432144551800593e-06,0.15242995945800006,,1489,,1,longap
58,1.102475472100944e-05,1.0334181710894684e-07,5.1888603814733146e-05,9.355321029873856e-07,1.4728145404517305e-07,2.3328494564542657e-05,0.008327660856821063,2.005489899244637e-05,0.00016047847252147144,3.601733726423431e-07,0.003517223246656034,0.011206793373251195,1.9006614566515726e-07,6.765884377222225e-06,0.15242995945800006,,1375,,1,longap
59,8.54906437735991e-07,2.756639212065464e-07,2.7507311721872073e-05,0.021745223129039967,5.279685768715767e-07,0.07451693584603307,0.00013436649973590082,0.0013600924650687097,0.028312607465223443,1.9324444506038326e-07,0.002611721347927177,0.00023171210198164952,0.056311918530027164,3.0900997395995726e-07,0.15242995945800006,,1550,,1,longap
60,0.04968241204421165,0.06322102891317122,0.023989894381914782,0.022799261586769527,0.011334788678755306,0.006498614007721769,0.032672518907735176,0.036218050688320826,0.013673541136839136,0.03782800403089296,0.09083843018760523,0.02339088792545745,6.905817958807082e-05,0.04176421298867757,0.15241512473133084,173.4404929164637,1299,173.4404929164637,7,spacefill19
61,0.04974586742962358,0.06322967747579766,0.023994734239739843,0.02281895479884018,0.01131619102900921,0.006498585058133794,0.032672597466128786,0.036211010116761796,0.013669496956712527,0.037826432530633426,0.0908381389655981,0.023390786123015518,6.90580307759269e-05,0.04176424948926176,0.15241530475243303,173.44048854145223,1349,173.44048854145223,7,spacefill19
62,0.04980653973376609,0.06323575302064202,0.024000716605000912,0.022849595952773485,0.011285180242664564,0.006498519725963199,0.03267261413473755,0.036201599188179084,0.013658399889425516,0.037834399020118696,0.09083743924956127,0.023390888611082235,6.905389083292356e-05,0.04176470802472931,0.15241548479680647,173.44049872778834,1002,173.44049872778834,7,spacefill19
63,0.04966331978766968,0.0632133468396384,0.023989579934690076,0.02278293364993862,0.011344217418218843,0.006498603096686127,0.03267257266051903,0.036230841752190594,0.01368248588049398,0.03782580157339746,0.09083833374109361,0.023390868193647645,6.90601469202233e-05,0.04176401014787108,0.15241495845011824,173.44049899630878,1142,173.44049899630878,7,spacefill19
64,0.049815946235837634,0.06323389183550679,0.02400053206917639,0.022846680473685634,0.01128951520563575,0.006498531561239133,0.03267263021495996,0.03620314107925583,0.013662285387471561,0.037828774145546196,0.09083767720146671,0.023390841474327496,6.90561349498761e-05,0.041764488604304935,0.15241546969664194,173.44049523430715,1219,173.44049523430715,7,spacefill19
65,0.049828337712652805,0.06323961572149253,0.024001162561429635,0.02285312862444749,0.011287842565238284,0.006498560224710578,0.032672565299743314,0.03619628546279614,0.013659115870339113,0.03782541148952147,0.09083799367193371,0.023390758992609367,6.905792750198071e-05,0.041764279417033846,0.15241584261951505,173.4404985142726,1041,173.4404985142726,7,spacefill19
66,0.04979279399355023,0.06323361303586889,0.0239987404510211,0.022838021745538284,0.011298952931930025,0.0064985777575088935,0.03267251340773237,0.036203693696584154,0.013663637263257058,0.03782694191219812,0.0908378739652458,0.02339079293486898,6.905662284649854e-05,0.0417644470903927,0.15241555785774794,173.44049085774975,1942,173.44049085774975,7,spacefill19
67,0.04974302478337915,0.0632284275175094,0.023995823660913816,0.022821009289289346,0.011313505329355678,0.006498574583476205,0.0326725007667317,0.03621098294612374,0.01366776539800833,0.037827745039957235,0.09083779828614247,0.02339086862863586,6.905745612595687e-05,0.04176428878499379,0.15241516051464685,173.44048824056637,1536,173.44048824056637,7,spacefill19
68,0.04974750570240823,0.0632286386395244,0.023995778584447493,0.022823080483997688,0.011311106703088323,0.006498563376197561,0.032672590405736016,0.036211872516422064,0.013667339556449836,0.037829645859961736,0.0908379173957258,0.02339089039160054,6.905649764073249e-05,0.041764422362324014,0.152415242684789,173.44048827771766,1419,173.44048827771766,7,spacefill19
69,0.049807674517902994,0.0632294708678748,0.02400029185765809,0.022847784953026896,0.011282417481993537,0.006498537257478324,0.03267255391736668,0.03620916065434197,0.013662479210824216,0.03783775123048684,0.0908379394749681,0.023390982087307728,6.905406660405068e-05,0.041764704083526734,0.15241560287385894,173.44050275828624,1424,173.44050275828624,7,spacefill19
70,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.1524154261829846,,1299,,7,spacefill19
71,0.00014920861151026794,3.591662060709199e-06,6.704245445644517e-07,0.0007153502259172751,0.0005974866990932418,0.07975678069832236,0.0033440916556292375,2.87758033789966e-07,3.2444188401902745e-07,2.4848126467722283e-06,8.689352206763157e-05,1.3628377482189084e-05,0.028408914339319108,0.004073654821734956,0.1524154261829846,,1349,,7,spacefill19
72,0.0835716318752899,1.4025421229553452e-05,0.09201675519338737,1.8617344022708126e-05,1.4300305052877656e-05,5.849864376584417e-06,0.00036527117959003384,0.004683483524032171,1.0257021707815325e-06,2.1383317063353777e-05,0.00015876727381091628,7.488624094783167e-05,0.00034836149050123294,3.3783295430948643e-07,0.1524154261829846,,1002,,7,spacefill19
73,0.00442214524835884,2.3347940733127712e-07,0.0013793187290749675,0.01918396537660253,7.262701027458749e-06,0.016265862186581253,0.008645724900905637,0.001985501394640513,0.00016729497931934666,2.918694578977653e-07,0.09001039412908662,2.7310286135560613e-05,0.0037643242305460387,0.016658469788473757,0.1524154261829846,,1142,,7,spacefill19
74,9.93345706167127e-05,3.0452700657287742e-05,5.9292331387239926e-06,1.0113464994148056e-06,0.0026033363897534803,0.0006401778314434042,0.02364123688010315,0.0052643378745575896,0.001041163534909784,1.9828273434038468e-06,1.0866664430726961e-07,3.0350744058222417e-06,1.4769940899199602e-07,0.01588840229773851,0.1524154261829846,,1219,,7,spacefill19
75,0.00042513109993575236,0.012555829691965215,0.04821976768339387,2.061918667202933e-06,1.7855781218331382e-07,2.229444006826485e-07,0.00036339220831611396,0.003555608042261188,0.0006890849438874722,0.0010391127572529236,1.1839242042750049e-07,1.0458454082519065e-06,0.0020365406496890776,1.081798003504888e-07,0.1524154261829846,,1041,,7,spacefill19
76,0.009700326026663894,3.8331276288382623e-07,0.004000880751728836,0.06720443773890858,4.52216045229788e-07,0.00015469403059009072,5.302410688638376e-07,0.00020569334347752595,0.004612844441106175,0.00016656011591001304,0.025485249526382675,0.00014848237039261905,0.025639474429832023,0.0006630642772925423,0.1524154261829846,,1942,,7,spacefill19
77,3.483190851503829e-06,1.6514715425702476e-07,6.251941239563491e-07,1.4279909690259803e-07,6.786096345466537e-06,0.003105568714437511,0.0005747716573038397,0.0002304245973211578,1.2107560963234479e-06,0.0016850601058727,0.0004411536378222988,1.455446464787466e-07,1.3876801180823045e-07,0.000262917663706186,0.1524154261829846,,1536,,7,spacefill19
78,3.408012731310382e-05,0.003726560804433632,7.163521753280499e-06,0.0025549701149838863,2.513669797293022e-06,2.3732294432730874e-05,0.01306167923361008,0.0038238129081156827,1.7476687322949964e-07,1.0341841815748992e-07,0.0007145201684061036,0.042624156903910033,0.06769466827903652,3.194826477888888e-07,0.1524154261829846,,1419,,7,spacefill19
79,2.5835322350423255e-06,0.004421378264191329,0.00019641647343637635,0.006927770331710175,1.1961067830221375e-07,4.326613841992644e-06,0.001423005145282447,0.0003245629282572455,3.5574912053172964e-06,5.297337900484416e-06,0.0028629626772946315,0.05654078067787612,0.009358977432323093,2.5231803128370858e-05,0.1524154261829846,,1424,,7,spacefill19
80,0.047084698347582575,0.06337282034257924,0.023673111423031738,0.022610206330243833,0.01161944294976288,0.006497569690374079,0.03268205572423233,0.03662799987459337,0.013626787646408416,0.038351901032773056,0.09084738662800386,0.023390938460395517,6.871542387206717e-05,0.04180082691115321,0.1523832086611414,174.13819341888902,1260,174.13819341888902,0,spacefill19
