,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,score
0,0.001613531133418023,0.07264550218536532,1.928196622281476e-05,0.05219046193568665,0.1102006793919586,0.02311383486272995,0.008882972721513572,0.029495878723619636,0.15308723944935837,2912.9596090295336,708,2912.9596090295336
1,0.0016135414054840769,0.0726466610302335,1.9279569530969413e-05,0.05219144781484605,0.1102062831733288,0.023113362938619285,0.008883574662104373,0.029496444117483357,0.15308389033810535,2912.959564233005,728,2912.959564233005
2,0.0016135438337197155,0.07264500472646526,1.928328420334696e-05,0.052190111291842076,0.11018689779722557,0.023115358540651425,0.008881486533291577,0.029495290366988527,0.1530897817639752,2912.95970444486,674,2912.95970444486
3,0.001613596753417482,0.07264971731635086,1.9278815326634316e-05,0.0521917669999997,0.11020203975754317,0.02311441723343221,0.008883202324165307,0.02949541263557477,0.15308420668471606,2912.95959595066,790,2912.95959595066
4,0.0016135465954462142,0.07264729930758193,1.927941136701483e-05,0.052191575014144946,0.11020586383197326,0.023113671872129857,0.008883566822638864,0.02949558363102045,0.15308521559278052,2912.9596338214983,722,2912.9596338214983
5,0.001613564267081436,0.07264961016105878,1.9279942496358993e-05,0.052191243505341295,0.11020302775443885,0.02311424411022397,0.00888332519270038,0.029495532380015396,0.15308408356019287,2912.959603132815,633,2912.959603132815
6,0.0016135908453698547,0.07265135761841064,1.9276686987313444e-05,0.052192604875940886,0.11020894728248246,0.023113692611137656,0.008883986102654461,0.0294955919977771,0.15308210168319722,2912.959666602031,524,2912.959666602031
7,0.001613546127316789,0.07264365741634439,1.928332859026714e-05,0.052189980421550985,0.11018644353470472,0.02311515967665533,0.008881612975544911,0.029495434196573155,0.15308750698266,2912.9596318200934,798,2912.9596318200934
8,0.0016135719060581882,0.07264916684212076,1.9278833801159048e-05,0.05219178590755518,0.11020272574079497,0.02311468237719207,0.008883230490087868,0.029495323748675816,0.1530839627254204,2912.9596230451043,633,2912.9596230451043
9,0.0016135794117815509,0.07264211855113865,1.92860245811242e-05,0.05218886155702619,0.11018170385418698,0.02311438191185048,0.008881161575066014,0.0294965043266238,0.15308911727405208,2912.959723867048,578,2912.959723867048
10,1.9887543461186184e-07,0.0004848573440884817,0.060060845360397346,3.905509810856547e-06,1.7361470911988398e-05,5.084613785994192e-05,0.004719766590513856,0.010379969339376438,0.15308202342304802,,708,
11,1.933265792528228e-06,3.158201447282588e-06,0.00013995141358098223,0.0032283847178049877,0.0008336391387181185,0.0001070443724171481,3.6096822407296474e-05,2.605587897685557e-05,0.15308202342304802,,728,
12,1.0532974370698006e-05,1.4616034490972285e-05,1.8056838742530332e-05,1.660836151867172e-05,0.005095423684986619,0.006994824313884686,0.034538924098084636,0.00013092283323102774,0.15308202342304802,,674,
13,0.009721180697703672,0.002016128986158255,0.08388961306257983,0.0011103170189500034,5.027584532730679e-06,1.4803672703991545e-07,4.79558894586386e-07,0.005916474384714439,0.15308202342304802,,790,
14,0.003304796508284161,1.2430292164086532e-07,0.0004105195287020254,1.2029739895027448e-07,0.001559892607838113,3.084885162794085e-07,0.0001610341958874445,2.8875476944558263e-05,0.15308202342304802,,722,
15,0.004381672710798251,0.031839261772302556,1.3383020429430268e-05,0.00033261180869127515,3.520347614036556e-07,0.00011143091450153203,5.419641063266219e-06,0.0021652372910777847,0.15308202342304802,,633,
16,6.873531954609392e-07,2.4483669057476843e-06,0.002074756988107444,5.841197948529138e-06,1.5939832818893788e-05,1.1496308610635772e-06,1.0968194145019637e-06,1.397857814007198e-07,0.15308202342304802,,524,
17,7.364943239813134e-07,0.0016246027565655036,2.110761568684562e-05,3.2819408214604526e-05,2.9615053333184855e-07,2.462808314994375e-06,9.453151484194319e-05,0.00444966478061738,0.15308202342304802,,798,
18,0.06303224142981102,1.147261750818118e-07,0.0003597678742375632,0.0007744959505227476,5.786366202518071e-05,0.0007891839399147462,3.6941373282871936e-05,0.09490242238148963,0.15308202342304802,,633,
19,0.00034760993162007516,0.0005050533993574409,1.1715924557155257e-07,0.007408388802129932,0.029107216302174378,0.05857428649550375,0.00028031718599113957,0.08476940003235751,0.15308202342304802,,578,
