,well,fitting_protocol,validation_protocol,score,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,protocol
47,9,staircaseramp1,staircaseramp1,0.06445264788123337,0.001686299637569834,0.08439648317755157,2.2078913507836837e-05,0.05118947792555595,0.12198270418361835,0.026791469312940314,0.008934632298928274,0.028867054166134897,0.15434566497793362,0.06445264788123337,staircaseramp1
48,8,staircaseramp1,staircaseramp1,0.06462773440525828,0.0016840989989913538,0.08423293684740511,2.21354278234382e-05,0.05117441673299293,0.12141556704055505,0.026755884059402924,0.008891069541194768,0.02892487882972351,0.15434451102037167,0.06462773440525828,staircaseramp1
49,4,staircaseramp1,staircaseramp1,0.06450642083757649,0.0016848248838045566,0.08429349965493113,2.213216073754637e-05,0.05117283145471891,0.12173765474939996,0.026786236934102536,0.008910375828541194,0.02889781902059579,0.15438616189907664,0.06450642083757649,staircaseramp1
50,6,wangbrute3gstep,wangbrute3gstep,0.10664702869841856,0.001954251599217304,0.054126629408832165,2.971124923270284e-05,0.04873727739506916,0.09611522870455476,0.023037707237925028,0.0068824182698000525,0.03141572780029609,0.1575937439850291,0.10664702869841856,wangbrute3gstep
51,2,wangbrute3gstep,wangbrute3gstep,0.10646227145634626,0.0019546403769779295,0.054154891487975865,2.9656063672582108e-05,0.048755095200035334,0.09615630225309126,0.023040571059065935,0.006883632380109488,0.0314090286773663,0.15762847317276313,0.10646227145634626,wangbrute3gstep
52,1,wangbrute3gstep,wangbrute3gstep,0.10661657956033643,0.0019543448906456395,0.05412165274962088,2.9672043464162164e-05,0.048750571277965705,0.09613265988669457,0.023052985942951295,0.006883293173685312,0.03139825775344299,0.1575989179537307,0.10661657956033643,wangbrute3gstep
53,7,wangbrute3gstep,wangbrute3gstep,0.10641371658101047,0.0019548049818371794,0.0541843593908586,2.9710104649241043e-05,0.04873963780592009,0.09615811653090187,0.023043855898755846,0.006880842270118271,0.03141715323630917,0.15763641266142106,0.10641371658101047,wangbrute3gstep
54,0,wangbrute3gstep,wangbrute3gstep,0.10657239016934023,0.0019560339804796773,0.054224027273279046,2.9694702912270684e-05,0.048744530051616566,0.09624789158458684,0.023056524815968264,0.006886259310577637,0.03140303675136039,0.15762134331014183,0.10657239016934023,wangbrute3gstep
55,3,wangbrute3gstep,wangbrute3gstep,0.10655446250662146,0.0019568945756498935,0.05418561465774364,2.9730736089828066e-05,0.048731029092691655,0.09623850965267879,0.02305130879203659,0.006887398851488001,0.03141481766686369,0.1576023351135931,0.10655446250662146,wangbrute3gstep
56,5,wangbrute3gstep,wangbrute3gstep,0.10656024654060593,0.0019572303556258308,0.054188743299513,2.968826070210808e-05,0.04874741602788285,0.096238333155183,0.02304591022031638,0.006891394482928254,0.03139023293152776,0.15763226863261784,0.10656024654060593,wangbrute3gstep
57,9,wangbrute3gstep,wangbrute3gstep,0.10655351219522782,0.0019559496273275087,0.05410638035564322,2.9667934817759642e-05,0.048753266171288764,0.09611672694511658,0.023043605367416134,0.006878249696291867,0.03141799267552572,0.15761240011362365,0.10655351219522782,wangbrute3gstep
58,8,wangbrute3gstep,wangbrute3gstep,0.10649032252790142,0.0019547547283266667,0.05419998431392185,2.9718889324209146e-05,0.04873750652498315,0.09622591667635451,0.02305836404781126,0.006885853353355626,0.03140712853710401,0.15762815472119796,0.10649032252790142,wangbrute3gstep
59,4,wangbrute3gstep,wangbrute3gstep,0.10647756073352511,0.001954450386961662,0.054138306896656094,2.9720681738418837e-05,0.04873571637568829,0.09618386699677368,0.023044208111708788,0.006883385844082161,0.03141687234939503,0.15763466071786428,0.10647756073352511,wangbrute3gstep
