,b_a0_a,b_a0_b,k_f_a,a_a0_a,a_a0_b,b_1_a,b_1_b,k_b_a,a_a1_a,a_a1_b,a_1_a,a_1_b,b_a1_a,b_a1_b,g_Kr,RMSE,iterations,score
0,0.04577110947292336,0.06282250531314221,0.023666602161137022,0.02220511131944145,0.011973780960213377,0.006497237744373237,0.032682114595114685,0.0370181926466697,0.013668074631975835,0.03843608167899488,0.0908189258884779,0.023398622559891183,6.8737812900109e-05,0.0417973168548571,0.1523756602346571,297.44265976972554,1343,297.44265976972554
1,0.04578845509078478,0.06283177758314863,0.023668100263545128,0.02221336502552555,0.011967474507686591,0.006497236433916001,0.03268215637843417,0.03701186587932966,0.013664735329133471,0.03843377865431294,0.09081900392188944,0.023398577551477805,6.873735772771194e-05,0.04179737617527232,0.1523757879248944,297.4426598091359,1168,297.4426598091359
2,0.04578557090795718,0.06283179681713734,0.023668725705517514,0.02221405805350356,0.01196715233769881,0.006497204493157557,0.032682239162186884,0.03701392898390097,0.013663947735307954,0.038434575526928576,0.09081844661474323,0.02339852426253336,6.873621235445185e-05,0.04179750055423875,0.15237545523520651,297.4426588656753,1444,297.4426588656753
3,0.04575318579509045,0.06281605275682763,0.02366717595015642,0.022194259071015337,0.011982615517089387,0.006497224966058212,0.03268212211874006,0.03701870411616557,0.013669453411774621,0.03843444800795346,0.09081880195275126,0.023398630449482313,6.873896831405435e-05,0.04179718716388992,0.15237558861480452,297.44265795549205,1605,297.44265795549205
4,0.045786732030008125,0.06283111613075676,0.023668379548347534,0.022212604959667055,0.011968015291111387,0.0064972190285982265,0.032682152964607865,0.03701346424103452,0.013665050261573379,0.03843361742843917,0.09081851587586921,0.023398579648361676,6.873723250722562e-05,0.04179737828339216,0.15237544282805865,297.44265882785595,1381,297.44265882785595
5,0.04575271734476106,0.06281613286554431,0.023666968555382997,0.02219564219838261,0.011982261561707603,0.006497219998337328,0.03268216383966119,0.03701959494190432,0.013669012373978773,0.03843482437408158,0.09081872399407943,0.023398530589242864,6.873840952464391e-05,0.04179724560506067,0.15237572740797975,297.44265945825566,1367,297.44265945825566
6,0.045751712570345576,0.06281635164358138,0.02366761772042108,0.022193801665734997,0.011982532643287254,0.006497238532851612,0.03268210480793515,0.03702364966497009,0.013670756414520608,0.03843387582869286,0.09081892906586815,0.02339858975013114,6.873895433753058e-05,0.04179719830103606,0.15237569708650253,297.4426590488453,1084,297.4426590488453
7,0.045750347802396084,0.06281683848874442,0.0236680104648331,0.022193741920622956,0.011981079576676592,0.006497192866168297,0.0326822122553534,0.03702842265413035,0.013671609702783161,0.03843474882148697,0.09081828983467777,0.023398587043731402,6.873867855462322e-05,0.04179720193976114,0.15237545331954522,297.44265755283635,1540,297.44265755283635
8,0.04575119233478808,0.06281597411482595,0.023666867353881637,0.022195777728370687,0.011980912630067559,0.0064972026857715625,0.03268213172991408,0.037022107754366256,0.013669520979549519,0.03843625389907235,0.09081845533863896,0.023398645936708998,6.87379705462904e-05,0.041797301924480515,0.15237557554818798,297.44265952430123,1206,297.44265952430123
9,0.045789174026750507,0.06282999082338653,0.023667964329594542,0.02221330873605715,0.011967582170295553,0.006497170135326848,0.032682157267092476,0.03701131503985418,0.013664727349445155,0.03843457315573861,0.09081810426045808,0.023398586061371126,6.873837153829708e-05,0.04179726115326885,0.1523758275822988,297.44265868586837,1438,297.44265868586837
10,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.15238786119242778,,1343,
11,0.08258663964961697,0.0033074215679541755,0.011094924576837254,0.0094393424885246,3.431752719192829e-05,0.0004069221949242389,0.00010088780960286633,2.989201288157567e-07,7.15338119662181e-05,0.0005902870884880476,0.0034742122008764808,0.016642697387770255,1.6075387454419747e-07,4.2755587734066725e-07,0.15238786119242778,,1168,
12,0.001178024979724786,0.004133247953873208,0.0009692869206267772,1.2978707782089744e-05,4.085990693524508e-06,0.000141295427749231,0.009765222530224672,3.2059552631978566e-07,8.29328676749635e-07,0.002235778503919258,0.0013100563675673411,0.04201720960471527,0.04555003949357635,1.2963064711977265e-07,0.15238786119242778,,1444,
13,0.00209487636889117,2.1245164721194567e-05,1.8955733451245758e-06,0.08154713914518477,0.01679429727342453,0.009728201291650477,6.407761855123284e-07,2.843052515705388e-06,0.011609943512711707,2.2200434207231565e-05,6.768513460767181e-07,1.750327903845777e-07,0.0003472736828576727,1.7480396358087703e-06,0.15238786119242778,,1605,
14,2.994853564227889e-07,0.00019920219824118163,0.0018193959866360685,0.008631274711735004,0.0001221264905967523,0.004882005093477798,0.002420651878073711,0.0018073771952631325,1.7727128091062872e-07,2.658773003771948e-05,0.017134409568434195,0.005236284316993986,1.5607811828527831e-06,0.05856011141932386,0.15238786119242778,,1381,
15,7.989810034412452e-06,0.0004158654414105345,0.0036001598399019287,6.643919881890989e-07,1.5647781099893175e-05,5.608377963105589e-07,1.5865566250540904e-05,1.777642431560555e-06,0.0021393553920411135,0.018047127436128626,3.1861314381466833e-07,2.5426500440590417e-07,0.0009030406593841141,3.432746896721194e-07,0.15238786119242778,,1367,
16,7.752370841669394e-06,5.708496420973827e-06,9.27323003434145e-06,6.124472064432694e-05,7.000513977952673e-06,0.02322203606480912,2.771503024494943e-07,1.7025325161455043e-05,6.262210928960957e-07,3.4305601583754893e-07,1.415582908077159e-07,8.28636819327314e-07,0.00026989749463555155,6.322214478177047e-05,0.15238786119242778,,1084,
17,0.011082581013213256,2.104448019650598e-06,0.0007157477557624016,4.765246033987799e-05,1.669839224652754e-07,0.0018875994151522364,0.0011554029180138336,1.7752125720262433e-05,1.073007898350776e-06,0.0003457943479588915,0.0059422582219429134,2.885347348598252e-06,5.228097519590123e-05,0.024085030183460792,0.15238786119242778,,1540,
18,6.8942610238158104e-06,1.281113197583664e-06,1.3667294251352159e-05,1.710088146489716e-07,5.997740178998685e-06,1.2941852506831114e-07,9.716380212993239e-06,7.644240506799003e-05,4.84638361487367e-06,1.1446988238962066e-07,9.428315980519396e-05,0.0018935693287139913,2.48614753892481e-05,0.00020538693276640532,0.15238786119242778,,1206,
19,2.148144923710224e-07,3.6672703265064666e-06,6.312294215763874e-07,0.0037363586573972204,7.795343422990006e-06,3.537829420098071e-06,0.03376123719797457,0.00015799382563471475,0.014367363824428873,1.222037143029997e-07,2.1297363340244644e-06,1.9190304558472836e-07,0.007468169609072071,2.0942649748910598e-07,0.15238786119242778,,1438,
