,b_a0_a,b_a0_b,k_f_a,a_a0_a,a_a0_b,b_1_a,b_1_b,k_b_a,a_a1_a,a_a1_b,a_1_a,a_1_b,b_a1_a,b_a1_b,g_Kr,RMSE,iterations,score
0,0.04456733771512872,0.06608380446951329,0.022914154487722396,0.023792350895446415,0.010950888678891928,0.006504980349736581,0.03267885609919042,0.03707360946096747,0.013264532678219159,0.039383795307039574,0.0909088260260301,0.023376061840699815,6.823204879367275e-05,0.04185907663405883,0.15243343763383183,75.20193787097752,1107,75.20193787097752
1,0.04452533493771565,0.06613348854403416,0.02289451732405176,0.02384707686443412,0.010886815248571957,0.006505019331510785,0.03267880112015468,0.03706689458283666,0.013250925116829742,0.039440899248934375,0.09091031580288536,0.023376034563069144,6.822415024314266e-05,0.04185978623266704,0.1524324294081126,75.20193498275837,1553,75.20193498275837
2,0.044483079318901754,0.06574274771382703,0.02293510146258753,0.023457521327038103,0.011225850536087423,0.006505139384246743,0.03267813442246052,0.03714299360497528,0.013375951191078216,0.03927873403075725,0.09091124476755374,0.023376116585888375,6.827526970543086e-05,0.04185439887546268,0.15243587790042842,75.20204980456627,1533,75.20204980456627
3,0.044435975280849575,0.06608449450878544,0.022888139975280924,0.023800471637480704,0.010921209718756944,0.006504977106277129,0.03267904618040914,0.0370946885405034,0.01326495444312125,0.03945212213588196,0.09090947821749723,0.023376096357443973,6.822507391894817e-05,0.04185966051133837,0.15243247281279101,75.20193913114507,1340,75.20193913114507
4,0.04440594334622759,0.06603797240725853,0.02287940042898094,0.02376938169188604,0.010931266968116063,0.006505158246504501,0.032678568563972214,0.037096941450522336,0.013279277075293961,0.039469246196765256,0.09091341702772811,0.02337580972416601,6.823029446199797e-05,0.041858984874274856,0.15243269394825446,75.20194346120249,1126,75.20194346120249
5,0.04433088726300346,0.06589875068618661,0.02289886181271113,0.023653446189364664,0.011049553857823432,0.006505025716132797,0.03267874587196471,0.03712369689216658,0.013302993102435047,0.03941592551468356,0.09091017144200911,0.023375996482328142,6.823990068291818e-05,0.04185806429904383,0.15243354849596963,75.20198444389065,1735,75.20198444389065
6,0.04450753637743922,0.0659710072596103,0.022927016858303607,0.02359046338243237,0.011160452049826653,0.006504939243192149,0.03267896068667382,0.037126746620530296,0.01332328326338253,0.03928527263755854,0.09090529066452264,0.023376483715122125,6.824706030422109e-05,0.04185766087818905,0.15243443951117425,75.20200962215864,1310,75.20200962215864
7,0.04409941548009441,0.0657137745377917,0.022866170198348766,0.02350465224275911,0.011107730465859226,0.0065052734754173225,0.032678005529507656,0.03720484261344128,0.013368713435012633,0.03949131813786975,0.09091525011770676,0.023375984096021266,6.825052434031432e-05,0.04185657583366669,0.15243303635489094,75.20204786082918,1442,75.20204786082918
8,0.04379769244427352,0.06556686248374823,0.022818451182657518,0.023389649595584747,0.011167128804985514,0.006505549020512739,0.03267749524087759,0.037250148509033416,0.013407839364916265,0.03958811393586358,0.0909203377862626,0.023375894689278594,6.825188075873956e-05,0.04185619166960101,0.1524329041420913,75.20219459444823,1568,75.20219459444823
9,0.04423670435257612,0.06571949255106213,0.022874994070627003,0.02334994443450856,0.011340508009867639,0.006505344776470266,0.0326778909083004,0.037144831995031775,0.013404753564787694,0.03932780012726512,0.09091451981522729,0.02337630061933522,6.827653096838832e-05,0.04185414102684416,0.15243622852328267,75.20213342210656,1346,75.20213342210656
10,0.006807895433315995,1.5038266885890834e-07,0.003011989021234291,4.678755026331075e-05,0.00021292839447727735,0.0009895686892035516,0.09649613524567063,0.004221158128167433,0.0001863995636788274,2.1326216367781903e-07,0.0004148065683293426,0.028994092245689277,1.1345386608050097e-06,0.014795747835188226,0.1523816107241522,,1107,
11,1.836680282948583e-05,2.707418618260893e-05,0.030600296641748553,0.03536105747531754,5.875888054855427e-07,0.0071741770270590186,1.2828446228398799e-07,7.249444529964854e-06,0.03734682162804937,0.035557657381612366,0.014353964633255663,1.2861235336252968e-07,1.320956791384182e-06,2.9754580033887936e-06,0.1523816107241522,,1553,
