,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations
0,0.00012016931058069671,0.09747213950955659,1.3119278211067532e-05,0.054553327179158624,0.04974717433986718,0.010456938726263496,0.009713978761420668,0.05063964568117042,0.0381,12313.48735540141,908
1,0.00012014017093182354,0.09747011531183583,1.3111328411693768e-05,0.05455831915479012,0.04974248950538645,0.010458112917682845,0.009712031362404026,0.05064218517853153,0.0381,12313.487301890566,864
2,0.00012014599543147299,0.09747050441935276,1.310617100368019e-05,0.0545633968134635,0.0497436041661255,0.01045796414802856,0.009712195428331285,0.05064203601718147,0.0381,12313.487374213726,885
3,0.00012014693864732539,0.09747057984560978,1.3111081022950324e-05,0.05455849753765932,0.04974401068100227,0.010457923249868297,0.009712746367013282,0.05063990849650453,0.0381,12313.487292451427,803
4,0.0001201665970535756,0.09747192538234394,1.3108118336331052e-05,0.05456140210734707,0.049745521104091715,0.010457081944174265,0.009712760895023846,0.050641003900129364,0.0381,12313.487307688216,956
5,0.00012014568108021747,0.0974704493987192,1.311093778235612e-05,0.054559107398374135,0.04974394009352054,0.010457358046555574,0.009713015204050976,0.050640685622594085,0.0381,12313.487295091203,1014
6,0.00012015030968456489,0.09747081311744966,1.3109528213188049e-05,0.05455940914991608,0.04974679059106783,0.010456778682583165,0.009714336735549334,0.05063856248399779,0.0381,12313.487363715732,647
7,0.00012016382762524909,0.09747172501134939,1.3113583747302559e-05,0.05455704929158888,0.04974885576324446,0.010456236586675646,0.009714892109867488,0.050637949202331875,0.0381,12313.487375373228,924
8,0.0001201656598397496,0.09747180406341309,1.3117231744519128e-05,0.05455430590259515,0.04973928816442475,0.010461407229113104,0.009712491118263585,0.05063551226024642,0.0381,12313.487470316102,880
9,0.0001201562456009146,0.09747113395639669,1.3111386672959418e-05,0.05455853587032602,0.049744656327310365,0.01045803494572377,0.009712413223658789,0.05064001464707336,0.0381,12313.487342388762,978
10,0.00012017444642357633,0.0974724521587962,1.311037839989246e-05,0.054559289265632874,0.049751425562025164,0.010455107611334582,0.009713217548060676,0.05064501279186544,0.0381,12313.487373472448,636
11,0.00012014138541249538,0.0974701758772454,1.3118915748822257e-05,0.05455250368336963,0.0497465294308081,0.010456501161316295,0.009712170743846282,0.05064565995048739,0.0381,12313.487382453097,947
12,0.00012014478253559788,0.0974703414171574,1.3111865477614081e-05,0.05455814626365934,0.04974924459930835,0.010455304396222179,0.009714635496529487,0.05064377940304754,0.0381,12313.487507292899,734
13,0.0001201724931457326,0.09747231619798918,1.3113773781463411e-05,0.054556851103386976,0.049745288699716284,0.010457048332292721,0.009713185003165975,0.0506395351760654,0.0381,12313.48736185437,900
14,0.00012016122458567263,0.09747153389362609,1.3113496550269585e-05,0.054556923660994856,0.04974404314359871,0.010458778782232479,0.009712325894902013,0.050641011038937346,0.0381,12313.487341548305,947
15,0.00012015661781718983,0.09747121028438357,1.3111514888354374e-05,0.054558260573574296,0.049748765877154474,0.01045668283186257,0.009714512103354594,0.05063771537982775,0.0381,12313.48738274007,864
16,0.00012014967320157469,0.09747069855600796,1.3110523362763238e-05,0.05455915954520459,0.049744121718180295,0.010458049355713839,0.0097125545270096,0.05064009973875403,0.0381,12313.487368991846,601
17,0.00012014949128203116,0.09747070070267849,1.3109398112396171e-05,0.05456013676701627,0.04974722890265589,0.010457906859540558,0.009713902162414113,0.050639690475559704,0.0381,12313.487377741467,719
18,0.00012015662055957541,0.09747118239277022,1.31118178890685e-05,0.05455826831038388,0.04975061978653929,0.01045710561928721,0.009713610402078578,0.05063982097096631,0.0381,12313.487426496087,756
19,0.00012016423149930315,0.09747173489488409,1.3108097837175162e-05,0.05456032829697964,0.049746840388467904,0.010457379915887407,0.00971346639035739,0.050638997318022815,0.0381,12313.48735367012,1089
