,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations
0,0.00022687024654693792,0.06758071877565003,3.0459374547523057e-05,0.058664023237423694,0.08963356987936566,0.010161035059967708,0.0026334676018135742,0.027135186596320908,0.3048,1001.0458451653783,539
1,0.00022685722534824062,0.06758162182391246,3.045863811025203e-05,0.0586642141011679,0.08963398040639406,0.010161011931966267,0.0026334479323753372,0.02713538328881385,0.3048,1001.0458518049387,600
2,0.00022685614244407796,0.0675814216382688,3.045938234671137e-05,0.058664062447394465,0.0896319978816177,0.010160983185477318,0.002633421372223143,0.027135329004050208,0.3048,1001.0458316318923,639
3,0.00022686011681033054,0.06758157876048307,3.0460244227675108e-05,0.05866371478342572,0.08963379751547904,0.010160893922458418,0.002633501633179265,0.027135150475397114,0.3048,1001.0458377855773,537
4,0.00022687086996937616,0.06757961231163802,3.0459936758386112e-05,0.05866393263381253,0.08963008393158635,0.010160771348286284,0.0026333621903494907,0.02713557358236041,0.3048,1001.0458433770931,711
5,0.00022686591385332762,0.06758074946162972,3.0460649871913614e-05,0.05866375646275107,0.08963274783090744,0.010160961909673232,0.0026334601143857077,0.027135312529076302,0.3048,1001.0458341707841,682
6,0.00022686352624682623,0.06758115818406096,3.045942200382431e-05,0.058664018454946766,0.08963287077532893,0.010160971999869265,0.002633448123262596,0.027135175902087312,0.3048,1001.0458289759312,521
7,0.0002268673088428793,0.06758126837883582,3.0460192450077457e-05,0.058663818044066916,0.08963266322600567,0.010160771575417098,0.0026334461520841524,0.027135330824508603,0.3048,1001.0458306901522,698
8,0.00022687786318011338,0.06757906469752399,3.045967781543229e-05,0.05866409060597722,0.08962839236233178,0.010161061437960847,0.002633297395634349,0.02713559909800575,0.3048,1001.0458426802431,648
9,0.00022686289828228147,0.06758127681101513,3.0458980181586682e-05,0.05866406439698064,0.08963308554760324,0.010161108216195421,0.002633426345310803,0.02713528205711716,0.3048,1001.0458407363259,676
10,0.00022687589968891224,0.06757980542798589,3.046016783833763e-05,0.058663871469915335,0.08963224522546721,0.010160989037876125,0.0026334043074076542,0.027135516218301015,0.3048,1001.0458234541311,941
11,0.0002268684916693047,0.067580364953404,3.045957462440263e-05,0.05866392862489747,0.08963287945518437,0.010160562602484175,0.0026334572954011077,0.027135503190552468,0.3048,1001.0458401475177,595
12,0.00022686539607679176,0.06758052646746082,3.045889872992541e-05,0.05866416701121477,0.0896328963593283,0.010160734286491935,0.0026334599280456563,0.027135335682876075,0.3048,1001.0458414708847,774
13,0.00022686601467538582,0.06758066103422515,3.0460838918181105e-05,0.05866360266127284,0.0896330112812227,0.010160595069179363,0.002633496854583454,0.027135332153676882,0.3048,1001.0458412608261,612
14,0.0002268613217881096,0.06758101420174874,3.046066217785301e-05,0.05866366657707825,0.08963250864436123,0.010161059734523949,0.0026334487232088635,0.02713522287184602,0.3048,1001.045834045192,731
15,0.00022685633364419829,0.0675821099999833,3.0459137617861606e-05,0.058664064866512634,0.08963602165675953,0.010160863626819814,0.00263356230634646,0.027134941845439006,0.3048,1001.0458312734731,627
16,0.00022687445023679355,0.06757961558165318,3.0460313076761327e-05,0.05866382750670029,0.08963118969404543,0.01016079486476925,0.002633411674680064,0.02713551470472405,0.3048,1001.0458439925416,576
17,0.00022687030419885518,0.06758014105093331,3.045922649862125e-05,0.058664144259242164,0.08963255457460513,0.010160934171332778,0.002633423205532646,0.02713532317223674,0.3048,1001.0458421763408,539
18,0.00022685839155433589,0.06758070565121055,3.046051307695657e-05,0.05866368910458717,0.08963389004768799,0.010160777118037399,0.0026335073983882063,0.02713521322781344,0.3048,1001.0458481158644,794
19,0.0002268638275012623,0.06758081139703014,3.0461279605341618e-05,0.058663424518065846,0.08963412525028104,0.010161352767495229,0.0026334991052379916,0.027134902349362885,0.3048,1001.0458462702665,525
