,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations
0,0.0002034148651980166,0.060115906284718613,3.035385146995133e-05,0.058021703384146674,0.08892035110318021,0.009445654680267243,0.0029410204369895066,0.027157370264490267,0.3048,346.68409522687773,639
1,0.00020338902154001164,0.060118600955522065,3.0353285114079165e-05,0.0580215541732332,0.08891728237285954,0.00944605256413181,0.002940988513010868,0.027156967985390842,0.3048,346.6840970984173,516
2,0.0002033631111794067,0.06012337445112459,3.0350874824646934e-05,0.05802262722180813,0.08891641171592335,0.009445104224193736,0.002941018241570639,0.02715726655345752,0.3048,346.6840394638725,1151
3,0.00020337292399842525,0.0601210025104212,3.0350993479954827e-05,0.05802285441158722,0.08892265809992576,0.009445405097372479,0.0029411985004536845,0.027157816841971095,0.3048,346.68408274396177,646
4,0.00020339700789435492,0.06012287868458208,3.0347477648414117e-05,0.058023955464252666,0.08892064537565242,0.009444531540282896,0.002940935027695637,0.02715786169423457,0.3048,346.6840861554998,638
5,0.00020338775303919689,0.06012606323581019,3.0353963485621614e-05,0.058021808273521984,0.08891515023007666,0.009445164655467447,0.0029407669531774207,0.027157318123301268,0.3048,346.6841033242792,491
6,0.00020337277980551837,0.06012229804008599,3.0351820341742593e-05,0.05802226321780338,0.0889202747650003,0.009445910960307056,0.002941125176468274,0.027156668675560876,0.3048,346.68408068248254,606
7,0.00020336542586966798,0.06012275662347123,3.035222653768132e-05,0.05802221878972501,0.08892144607305928,0.009445981166176157,0.002941157773493109,0.027156818890130503,0.3048,346.68407905553755,616
8,0.00020338426770494464,0.06012176444830844,3.0349439816336288e-05,0.05802282028260042,0.08892353172455306,0.00944487865918241,0.002941184322603908,0.027157079365919958,0.3048,346.6840881748115,806
9,0.0002033564802116646,0.060122990087580055,3.034979477250203e-05,0.05802294635345139,0.08891891710439048,0.00944640304718406,0.002941068801546747,0.027156794149033915,0.3048,346.68409902394245,587
10,0.00020339591491475335,0.06011858737025246,3.0354534807355093e-05,0.058021530003392635,0.08892356989247314,0.009445820258304875,0.0029412052932306903,0.027157063234242326,0.3048,346.6840944841417,684
11,0.00020336627594218928,0.06012625826728049,3.0350175218637447e-05,0.05802294399440931,0.08892026941862483,0.00944606183923495,0.002940969738710185,0.027156588221002854,0.3048,346.6840881091905,866
12,0.0002033794154234359,0.060120262364984176,3.0350852691250398e-05,0.05802264770873009,0.08891802473673059,0.00944573650293125,0.002941059044373862,0.02715701159161021,0.3048,346.68405761449907,796
13,0.00020335631059184778,0.06012243053196149,3.035397728783266e-05,0.05802182603498776,0.08891659924371471,0.009445964479639312,0.0029410826653879962,0.02715738037970012,0.3048,346.68406205873725,709
14,0.00020339495900994345,0.06011782654844104,3.0354082134050742e-05,0.058021623146153244,0.08892143409292252,0.009445795005019976,0.0029411759308996606,0.027157047170839842,0.3048,346.68407877313774,780
15,0.00020338247849920234,0.0601209073150593,3.035231543671246e-05,0.05802207182542396,0.08892311766099463,0.009445400970347477,0.0029411542728544214,0.02715740050814115,0.3048,346.68408034751235,534
16,0.00020338049042445028,0.0601237409967005,3.035254909655056e-05,0.05802246122749233,0.08892068890295472,0.009445490704547815,0.0029410635013193635,0.0271571614415166,0.3048,346.6841130919528,482
17,0.00020335827113304947,0.06012164912518573,3.0348050081685504e-05,0.05802305751035618,0.0889204579631813,0.009445275425828396,0.0029411846756959054,0.0271567624146558,0.3048,346.6840959358204,584
18,0.00020339678017279182,0.06011803656867399,3.0352016052820955e-05,0.058022281207548286,0.0889212754129186,0.009445040391369258,0.002941060858828827,0.027158042684107087,0.3048,346.68407371903925,723
19,0.00020335575669072205,0.06012277458297487,3.0350291852477633e-05,0.058022941104997686,0.08891743602255586,0.009445902408905056,0.002941098909184938,0.027157032497657514,0.3048,346.68408642003124,607
